Date,Open,High,Low,Close,Shares Traded,Turnover (₹ Cr)
15-MAY-2018,13595.1,13807.0,13483.3,13535.5,167551266.0,6826.71
16-MAY-2018,13491.45,13692.85,13370.45,13654.8,168331874.0,7217.38
17-MAY-2018,13755.5,13894.5,13724.95,13823.35,154601106.0,7873.61
18-MAY-2018,13827.15,13829.15,13477.55,13512.9,136129482.0,8225.09
21-MAY-2018,13471.9,13511.25,13096.2,13134.5,110033472.0,5952.15
22-MAY-2018,13055.45,13336.6,13051.6,13271.5,123413610.0,5630.97
23-MAY-2018,13279.6,13419.45,13152.25,13181.6,116049033.0,5273.91
24-MAY-2018,13259.9,13335.15,13027.25,13102.0,101072475.0,4613.96
25-MAY-2018,13115.55,13324.35,13111.2,13306.95,107191556.0,5890.92
28-MAY-2018,13388.35,13545.5,13333.25,13530.35,103439225.0,4774.19
29-MAY-2018,13580.9,13772.25,13516.4,13660.75,94277302.0,5263.08
30-MAY-2018,13559.9,13686.45,13512.55,13605.05,94089780.0,5679.27
31-MAY-2018,13674.65,13700.75,13414.3,13583.45,141636006.0,8557.47
01-JUN-2018,13428.0,13527.95,13212.65,13235.85,104892497.0,5093.62
04-JUN-2018,13185.4,13218.45,12865.35,12886.8,120427256.0,4671.33
05-JUN-2018,12736.75,12739.95,12372.2,12448.7,193143392.0,6955.97
06-JUN-2018,12218.85,12784.6,12148.8,12757.45,135356434.0,6071.8
07-JUN-2018,12952.1,13227.15,12933.65,13192.45,102506429.0,5189.59
08-JUN-2018,13163.0,13353.15,13061.6,13321.65,94836297.0,5230.15
11-JUN-2018,13378.95,13550.9,13362.25,13381.9,102218043.0,4697.78
12-JUN-2018,13450.1,13524.6,13421.45,13498.1,83657292.0,4381.96
13-JUN-2018,13565.1,13611.45,13482.95,13537.75,104581981.0,4694.43
14-JUN-2018,13573.6,13595.15,13491.45,13573.65,89468853.0,4258.36
15-JUN-2018,13529.85,13607.7,13359.15,13447.7,98746235.0,5621.21
18-JUN-2018,13396.2,13438.55,13263.0,13311.9,69347661.0,3528.66
19-JUN-2018,13257.15,13257.8,13015.4,13073.15,81685797.0,3950.43
20-JUN-2018,13059.15,13171.8,13038.75,13153.3,78334284.0,4309.93
21-JUN-2018,13204.25,13217.1,12965.45,13007.2,77841670.0,4372.31
22-JUN-2018,12971.85,13124.25,12907.25,13098.25,89403794.0,5439.18
25-JUN-2018,13091.7,13255.7,13052.6,13139.35,67700028.0,4153.7
26-JUN-2018,13105.7,13243.8,13051.2,13098.75,109076261.0,5265.78
27-JUN-2018,13098.35,13111.35,12708.25,12793.35,96643376.0,5035.83
28-JUN-2018,12749.45,12752.25,12519.55,12556.0,122003045.0,6316.62
29-JUN-2018,12667.6,12909.25,12667.05,12897.05,107464442.0,5653.69
02-JUL-2018,13012.3,13050.65,12809.8,12960.3,110226954.0,5283.36
03-JUL-2018,12927.85,13190.75,12825.0,13175.5,101945646.0,4805.02
04-JUL-2018,13178.65,13379.7,13123.0,13336.3,87759970.0,4354.42
05-JUL-2018,13294.6,13391.6,13116.5,13132.4,94103534.0,5741.52
06-JUL-2018,13151.75,13243.3,13125.15,13163.75,119905918.0,5470.0
09-JUL-2018,13298.9,13540.4,13274.95,13496.35,105938030.0,4931.59
10-JUL-2018,13609.4,13700.4,13601.95,13647.6,107586208.0,5427.05
11-JUL-2018,13670.3,13709.55,13569.4,13653.9,95078728.0,5264.02
12-JUL-2018,13719.85,13764.2,13557.05,13618.35,108609845.0,6867.64
13-JUL-2018,13605.3,13613.2,13380.6,13409.45,126168732.0,6789.35
16-JUL-2018,13410.6,13418.8,13078.65,13094.75,115257232.0,4811.24
17-JUL-2018,13039.3,13316.6,12958.85,13298.45,137625880.0,5126.45
18-JUL-2018,13433.4,13488.7,13242.55,13325.4,218099905.0,6341.32
19-JUL-2018,13342.25,13375.45,13114.9,13232.65,243272026.0,8135.55
20-JUL-2018,13239.45,13483.25,13207.45,13469.75,160223248.0,8091.38
23-JUL-2018,13533.3,13556.75,13409.3,13503.85,138497729.0,6174.5
24-JUL-2018,13562.8,13628.2,13503.75,13606.0,144216161.0,6388.26
25-JUL-2018,13689.45,13785.65,13652.2,13682.7,148988829.0,7780.01
26-JUL-2018,13706.0,13788.5,13690.1,13764.55,135385561.0,6695.01
27-JUL-2018,13824.0,13914.4,13809.15,13882.2,118862892.0,5804.79
30-JUL-2018,13942.75,13964.25,13787.2,13875.25,110379052.0,5824.64
31-JUL-2018,13904.35,14176.75,13873.55,14151.8,126930779.0,6977.06
01-AUG-2018,14203.2,14297.5,14148.45,14205.9,160806335.0,6761.83
02-AUG-2018,14322.05,14332.15,14119.0,14204.8,130479475.0,5802.48
03-AUG-2018,14328.05,14375.1,14263.8,14354.1,139555362.0,6656.09
06-AUG-2018,14439.15,14495.0,14300.8,14338.1,85542293.0,4883.16
07-AUG-2018,14414.6,14435.2,14059.3,14185.65,97417922.0,5153.29
08-AUG-2018,14172.25,14449.2,14112.7,14400.5,142238067.0,6471.9
09-AUG-2018,14464.55,14527.0,14386.8,14478.5,106097133.0,5330.18
10-AUG-2018,14506.05,14585.05,14400.65,14426.1,102066236.0,4630.82
13-AUG-2018,14352.6,14433.5,14207.65,14337.4,93191030.0,5031.19
14-AUG-2018,14411.3,14532.15,14408.35,14524.75,98799321.0,6084.4
16-AUG-2018,14496.85,14627.4,14469.5,14534.9,90812466.0,5754.94
17-AUG-2018,14643.5,14707.15,14609.85,14687.0,90232274.0,4941.85
20-AUG-2018,14696.5,14745.9,14595.25,14607.2,103288878.0,5533.08
21-AUG-2018,14651.85,14743.8,14559.35,14703.4,94055942.0,5933.47
23-AUG-2018,14757.45,14781.5,14568.4,14615.0,104330475.0,6236.23
24-AUG-2018,14584.9,14643.0,14436.75,14491.7,162916980.0,8087.97
27-AUG-2018,14594.0,14789.15,14586.9,14721.45,97563510.0,5087.26
28-AUG-2018,14776.5,14837.65,14736.3,14795.9,102528849.0,5830.6
29-AUG-2018,14801.6,14851.05,14714.8,14728.35,162571843.0,7847.37
30-AUG-2018,14740.65,14788.0,14695.05,14751.6,150656254.0,7546.42
31-AUG-2018,14767.65,14925.35,14740.55,14877.95,123119573.0,9222.74
03-SEP-2018,14991.75,14996.1,14781.15,14803.15,132210682.0,7868.21
04-SEP-2018,14821.3,14839.75,14459.6,14528.1,125412799.0,7762.09
05-SEP-2018,14516.25,14520.35,14277.7,14480.3,131004885.0,7790.07
06-SEP-2018,14551.7,14604.55,14463.3,14564.65,99723686.0,6438.38
07-SEP-2018,14607.4,14672.05,14380.6,14641.45,102748662.0,6107.48
10-SEP-2018,14663.4,14705.15,14424.9,14445.15,101813437.0,5466.64
11-SEP-2018,14484.65,14547.65,14206.15,14230.55,119547988.0,7403.71
12-SEP-2018,14241.7,14274.35,14066.65,14247.1,118391903.0,6856.05
14-SEP-2018,14346.0,14413.1,14302.2,14394.75,115598177.0,6116.39
17-SEP-2018,14352.75,14394.3,14246.8,14310.35,100032624.0,5648.3
18-SEP-2018,14322.15,14435.05,14194.75,14210.4,98026058.0,5621.19
19-SEP-2018,14270.55,14318.7,13954.95,14060.65,109242923.0,6378.25
21-SEP-2018,14103.4,14158.85,12919.6,13738.7,316375057.0,15361.99
24-SEP-2018,13737.2,13759.15,13361.45,13421.9,217485959.0,10674.31
25-SEP-2018,13344.1,13344.9,12960.45,13164.5,291661484.0,11611.69
26-SEP-2018,13223.5,13293.45,13002.85,13094.05,184029680.0,7924.87
27-SEP-2018,13088.5,13100.15,12736.95,12761.8,205019944.0,9050.46
28-SEP-2018,12763.95,12788.85,12270.35,12415.75,316240982.0,11081.11
01-OCT-2018,12355.65,12510.6,12098.85,12473.85,267507472.0,9618.73
03-OCT-2018,12495.95,12559.15,12362.9,12391.65,175442122.0,9262.98
04-OCT-2018,12201.2,12204.55,11900.55,11991.65,179194063.0,10323.62
05-OCT-2018,11892.7,11979.25,11704.65,11761.4,165734603.0,9550.36
08-OCT-2018,11684.15,11739.8,11373.5,11535.2,216910289.0,10732.15
09-OCT-2018,11570.4,11604.1,11301.4,11429.95,180971955.0,9072.65
10-OCT-2018,11510.15,11949.4,11510.15,11936.55,170571386.0,9850.84
11-OCT-2018,11563.35,12012.95,11504.65,11836.2,188406231.0,10513.53
12-OCT-2018,12042.7,12155.45,12024.45,12065.85,142532143.0,9249.92
15-OCT-2018,12224.3,12305.5,12193.85,12281.05,114897935.0,6935.81
16-OCT-2018,12413.8,12649.55,12394.1,12633.85,132238443.0,7830.83
17-OCT-2018,12843.55,12888.45,12390.1,12464.25,177029816.0,10355.39
19-OCT-2018,12356.7,12379.9,12086.65,12237.9,194521395.0,11209.3
22-OCT-2018,12325.15,12338.55,11949.6,11985.95,194596991.0,8053.41
23-OCT-2018,11829.3,11991.5,11693.8,11793.05,179599140.0,9124.78
24-OCT-2018,11891.95,11961.5,11680.0,11809.85,154791366.0,9809.38
25-OCT-2018,11659.7,11723.75,11541.65,11668.65,163766822.0,8878.72
26-OCT-2018,11673.0,11846.25,11522.15,11702.8,143455325.0,7336.65
29-OCT-2018,11895.85,12048.2,11812.3,12030.05,125167280.0,7157.19
30-OCT-2018,12076.2,12189.6,12015.0,12068.8,174932571.0,7894.32
31-OCT-2018,12136.35,12343.2,12024.35,12332.7,185319669.0,10187.97
01-NOV-2018,12468.0,12529.25,12389.5,12400.95,167338325.0,8673.31
02-NOV-2018,12500.55,12535.55,12261.95,12284.55,195007025.0,8935.54
05-NOV-2018,12292.0,12351.15,12127.35,12190.95,148153451.0,6136.27
06-NOV-2018,12230.55,12269.8,12088.6,12137.15,125314576.0,6456.08
07-NOV-2018,12242.4,12267.35,12219.15,12256.7,47268198.0,994.83
09-NOV-2018,12291.75,12313.3,12214.65,12303.8,186695967.0,7088.36
12-NOV-2018,12343.1,12399.65,12271.95,12290.95,197520881.0,7702.67
13-NOV-2018,12250.4,12368.2,12192.1,12357.7,125075126.0,5919.1
14-NOV-2018,12406.15,12412.05,12273.85,12328.05,230417511.0,7485.37
15-NOV-2018,12328.8,12427.0,12281.15,12362.75,145680991.0,6299.71
16-NOV-2018,12389.35,12440.5,12325.35,12374.4,146826834.0,7089.1
19-NOV-2018,12397.9,12478.15,12349.9,12466.9,133328230.0,5367.54
20-NOV-2018,12489.1,12508.0,12345.75,12362.9,139657113.0,5503.61
21-NOV-2018,12363.45,12365.55,12176.95,12267.2,143573766.0,6887.59
22-NOV-2018,12291.7,12377.15,12165.25,12184.3,116007296.0,5663.71
26-NOV-2018,12225.7,12286.85,12055.8,12270.1,135048373.0,7089.25
27-NOV-2018,12276.65,12375.05,12267.2,12361.85,137634428.0,7104.35
28-NOV-2018,12378.85,12417.05,12283.9,12298.1,151581355.0,7786.31
29-NOV-2018,12351.5,12355.0,12248.25,12286.65,156609380.0,8436.54
30-NOV-2018,12323.85,12470.4,12319.8,12445.75,170753185.0,11054.34
03-DEC-2018,12517.15,12527.1,12398.05,12466.55,158964399.0,7399.61
04-DEC-2018,12466.0,12505.7,12427.6,12440.4,122835395.0,6298.08
05-DEC-2018,12357.8,12382.4,12241.7,12300.85,137604650.0,6256.21
06-DEC-2018,12213.75,12229.95,12040.25,12071.25,116251431.0,6130.8
07-DEC-2018,12125.65,12149.9,12032.4,12097.35,99486999.0,5527.19
10-DEC-2018,11861.15,11900.3,11769.45,11835.45,105903880.0,5206.12
11-DEC-2018,11649.3,12052.75,11645.75,12028.15,133940592.0,7239.19
12-DEC-2018,12099.35,12344.2,12096.3,12335.95,143277932.0,7073.25
13-DEC-2018,12424.85,12518.55,12394.2,12446.5,152445193.0,7438.42
14-DEC-2018,12425.95,12485.5,12367.4,12449.65,105159212.0,5857.42
17-DEC-2018,12504.85,12513.85,12403.7,12446.95,94240940.0,4769.71
18-DEC-2018,12425.9,12490.65,12374.9,12474.7,111416754.0,5889.93
19-DEC-2018,12509.7,12542.45,12482.5,12508.3,125481770.0,7539.83
20-DEC-2018,12450.45,12539.2,12424.4,12440.35,116227348.0,6128.53
21-DEC-2018,12456.25,12486.3,12201.4,12225.55,147019935.0,8020.99
24-DEC-2018,12252.3,12263.8,11980.95,11992.8,89862522.0,5125.91
26-DEC-2018,11955.15,12013.05,11727.65,11951.5,118154003.0,7012.02
27-DEC-2018,12060.7,12120.05,12031.95,12051.8,117319820.0,7800.1
28-DEC-2018,12100.9,12166.35,12098.75,12141.25,57499728.0,6320.04
31-DEC-2018,12209.65,12219.1,12158.55,12191.25,53027245.0,5711.09
01-JAN-2019,12207.5,12211.05,12137.45,12184.85,33158795.0,3518.69
02-JAN-2019,12139.55,12242.45,12081.5,12108.15,60175914.0,5871.04
03-JAN-2019,12114.9,12186.3,11981.95,11993.65,63985295.0,6336.14
04-JAN-2019,12012.8,12050.4,11865.5,11945.25,63318618.0,6534.93
07-JAN-2019,12041.6,12059.7,11958.3,11982.1,56821018.0,5627.23
08-JAN-2019,11992.55,12003.0,11932.75,11948.9,74606022.0,6232.78
09-JAN-2019,12013.65,12043.95,11925.95,11995.55,100655079.0,7415.67
10-JAN-2019,12009.3,12052.5,11990.25,12015.3,69107205.0,5826.85
11-JAN-2019,12024.5,12046.7,11967.4,12020.1,72768754.0,7234.6
14-JAN-2019,12020.85,12028.7,11938.35,11983.35,67123192.0,6420.8
15-JAN-2019,12016.9,12084.2,12006.9,12074.35,84930320.0,8421.72
16-JAN-2019,12083.55,12230.55,12079.9,12118.8,60167550.0,6511.87
17-JAN-2019,12160.05,12178.95,12075.6,12103.35,69781973.0,7188.71
18-JAN-2019,12130.2,12152.0,12029.5,12048.15,78502214.0,8352.13
21-JAN-2019,12068.2,12126.8,12010.3,12024.9,87422200.0,9453.19
22-JAN-2019,12006.55,12070.6,11980.35,12056.65,87884232.0,9766.24
23-JAN-2019,12078.0,12135.0,12039.4,12056.25,71787654.0,7389.14
24-JAN-2019,12075.55,12086.9,11967.95,11984.7,66780670.0,6892.39
25-JAN-2019,12032.1,12079.15,11788.55,11822.8,77923040.0,7696.77
28-JAN-2019,11796.0,11799.65,11490.15,11542.15,69406617.0,7075.62
29-JAN-2019,11505.6,11587.1,11429.85,11527.75,74632269.0,8453.56
30-JAN-2019,11603.05,11632.55,11537.8,11611.6,86748206.0,9070.75
31-JAN-2019,11685.65,11791.15,11668.35,11781.55,99441034.0,10295.05
01-FEB-2019,11873.35,11990.5,11831.3,11969.35,106808728.0,10192.79
04-FEB-2019,11963.0,11964.3,11821.6,11916.0,81290566.0,8045.73
05-FEB-2019,11916.4,11984.05,11878.3,11911.65,74369706.0,8037.51
06-FEB-2019,11995.2,12058.7,11925.35,12047.85,87055500.0,9027.48
07-FEB-2019,12000.85,12108.4,11996.95,12073.85,66007001.0,6757.28
08-FEB-2019,12030.05,12073.15,11941.45,11955.65,65798350.0,6605.92
11-FEB-2019,11935.85,11939.9,11725.45,11739.7,60430849.0,6301.71
12-FEB-2019,11736.4,11762.35,11612.45,11706.15,73875168.0,7026.44
13-FEB-2019,11741.0,11760.35,11635.25,11663.9,68817223.0,7331.18
14-FEB-2019,11643.55,11705.05,11597.15,11692.6,59560965.0,6036.98
15-FEB-2019,11703.05,11703.5,11445.25,11558.45,74726969.0,8781.35
18-FEB-2019,11542.1,11569.7,11404.6,11426.15,66099620.0,7295.43
19-FEB-2019,11426.05,11472.45,11358.25,11379.6,68491767.0,7330.72
20-FEB-2019,11426.6,11512.8,11409.3,11499.4,69944377.0,6913.45
21-FEB-2019,11496.6,11590.2,11469.95,11568.75,83057061.0,8153.73
22-FEB-2019,11566.05,11619.9,11554.8,11586.7,145026290.0,16475.42
25-FEB-2019,11626.65,11671.2,11620.3,11658.05,67152159.0,6926.45
26-FEB-2019,11556.1,11662.35,11462.35,11624.9,80918122.0,9141.81
27-FEB-2019,11684.4,11750.9,11522.85,11611.3,75564133.0,8186.63
28-FEB-2019,11671.25,11681.75,11614.8,11655.2,95578715.0,10606.05
01-MAR-2019,11697.4,11766.3,11695.7,11754.6,61925384.0,6350.56
05-MAR-2019,11768.8,11863.8,11751.5,11856.5,72608382.0,6714.69
06-MAR-2019,11914.9,11932.1,11832.4,11880.2,76211150.0,8184.73
07-MAR-2019,11899.7,11934.4,11816.9,11835.35,71578002.0,7248.13
08-MAR-2019,11846.45,11869.35,11794.8,11820.1,54457743.0,5513.99
11-MAR-2019,11841.55,11972.55,11838.2,11961.15,72704259.0,7643.5
12-MAR-2019,12023.15,12101.85,12011.9,12031.8,88580761.0,9096.28
13-MAR-2019,12060.65,12075.85,11965.4,11975.4,78544911.0,8179.39
14-MAR-2019,12019.5,12023.5,11920.5,11943.4,66038650.0,7250.33
15-MAR-2019,11987.9,12029.35,11946.05,11968.55,122031101.0,13217.83
18-MAR-2019,12033.55,12044.95,11920.05,11950.2,77438490.0,7741.27
19-MAR-2019,11996.7,12021.2,11942.85,12002.0,74626246.0,7936.65
20-MAR-2019,12031.6,12081.3,12000.0,12012.95,92979068.0,9330.94
22-MAR-2019,12033.4,12057.9,11928.9,11954.6,73671357.0,7833.67
25-MAR-2019,11888.4,11888.65,11810.8,11834.1,63478670.0,6879.58
26-MAR-2019,11864.45,11940.9,11832.3,11932.85,68920615.0,7299.8
27-MAR-2019,11962.0,11973.8,11882.3,11917.2,75818056.0,8204.01
28-MAR-2019,11938.1,12131.85,11931.65,12105.65,123476812.0,11928.5
29-MAR-2019,12159.05,12202.1,12140.8,12187.9,111206773.0,8985.43
01-APR-2019,12225.3,12282.35,12192.25,12210.65,96577622.0,8226.61
02-APR-2019,12246.5,12256.45,12167.85,12220.65,90265633.0,7177.16
03-APR-2019,12248.6,12277.7,12150.4,12169.15,79412602.0,7115.03
04-APR-2019,12186.65,12187.25,12074.6,12135.55,87253498.0,7754.21
05-APR-2019,12169.9,12230.95,12151.8,12213.05,84413198.0,7158.7
08-APR-2019,12225.65,12241.2,12065.85,12131.95,75500146.0,6638.22
09-APR-2019,12132.4,12191.7,12062.3,12173.5,82493793.0,7375.08
10-APR-2019,12176.6,12214.45,12147.8,12159.65,92551505.0,7742.85
11-APR-2019,12161.1,12184.15,12110.8,12172.2,81901374.0,6598.66
12-APR-2019,12177.6,12245.35,12160.4,12228.7,105791330.0,6667.1
15-APR-2019,12259.8,12285.7,12220.25,12268.0,123813923.0,8753.33
16-APR-2019,12296.35,12323.7,12287.2,12306.0,99589556.0,8096.35
18-APR-2019,12334.7,12349.45,12240.9,12276.1,133350620.0,10003.7
22-APR-2019,12248.9,12248.9,12131.8,12143.9,73289979.0,5802.32
23-APR-2019,12161.55,12185.25,12117.25,12154.45,69017710.0,5774.81
24-APR-2019,12178.35,12315.3,12173.65,12296.1,80556078.0,6999.53
25-APR-2019,12317.4,12348.75,12219.45,12234.25,107870438.0,9692.84
26-APR-2019,12276.7,12288.25,12195.55,12243.75,95636328.0,7664.9
30-APR-2019,12250.4,12258.75,12150.5,12250.9,110749370.0,9202.52
02-MAY-2019,12248.5,12296.0,12150.9,12172.5,95384667.0,7953.88
03-MAY-2019,12161.2,12183.7,12052.7,12064.9,83662660.0,7218.77
06-MAY-2019,11963.8,12018.85,11902.8,11919.45,73332524.0,6990.82
07-MAY-2019,11948.65,11972.6,11804.1,11816.5,77207849.0,7237.47
08-MAY-2019,11788.9,11793.05,11666.85,11679.3,84416168.0,7918.0
09-MAY-2019,11661.95,11695.7,11608.1,11665.85,88037764.0,9076.7
10-MAY-2019,11670.8,11734.4,11630.55,11688.55,77827419.0,7746.52
13-MAY-2019,11675.9,11689.95,11548.1,11566.85,71196451.0,6033.5
14-MAY-2019,11553.5,11613.85,11471.7,11560.9,103667762.0,8947.28
15-MAY-2019,11577.85,11634.3,11541.2,11553.2,88184442.0,8666.65
16-MAY-2019,11561.05,11694.0,11514.05,11663.9,78670457.0,7187.12
17-MAY-2019,11676.1,11806.9,11652.25,11794.15,114621836.0,11215.56
20-MAY-2019,12048.8,12151.75,11923.35,12129.4,149847648.0,11447.41
21-MAY-2019,12159.7,12229.35,12112.95,12147.9,125402991.0,11212.71
22-MAY-2019,12167.0,12171.8,12067.3,12151.15,97810062.0,8221.18
23-MAY-2019,12296.1,12330.65,12039.25,12069.1,147922162.0,10892.9
24-MAY-2019,12122.25,12180.6,12036.9,12159.5,108028852.0,8765.23
27-MAY-2019,12185.05,12185.5,12118.2,12153.95,104488047.0,8148.03
28-MAY-2019,12193.4,12201.15,12125.15,12174.4,200586411.0,16380.12
29-MAY-2019,12166.05,12179.05,12120.7,12157.75,90376770.0,7394.1
30-MAY-2019,12183.95,12319.2,12176.7,12295.55,144471731.0,9966.46
31-MAY-2019,12329.4,12413.95,12271.6,12315.5,136092017.0,11082.88
03-JUN-2019,12328.95,12522.5,12286.7,12504.35,94714756.0,8779.03
04-JUN-2019,12470.5,12513.7,12427.6,12437.7,100266139.0,8913.65
06-JUN-2019,12461.3,12461.3,12323.45,12337.8,102286989.0,9174.61
07-JUN-2019,12343.2,12379.65,12238.6,12359.4,79010408.0,6870.1
10-JUN-2019,12411.0,12502.55,12407.3,12469.85,72276095.0,6477.6
11-JUN-2019,12496.0,12514.2,12425.15,12494.15,72926633.0,6469.68
12-JUN-2019,12493.6,12496.9,12427.25,12445.95,80547984.0,6495.22
13-JUN-2019,12433.65,12454.3,12342.55,12435.65,75939102.0,6776.4
14-JUN-2019,12428.9,12450.1,12304.1,12330.85,74724739.0,6344.68
17-JUN-2019,12343.35,12345.9,12205.2,12217.85,71075511.0,5845.68
18-JUN-2019,12226.2,12237.5,12138.7,12189.5,76684879.0,6695.3
19-JUN-2019,12240.05,12282.2,12061.8,12119.4,86695286.0,6433.62
20-JUN-2019,12063.05,12238.45,12024.1,12222.8,88851647.0,7402.67
21-JUN-2019,12223.8,12235.65,12165.55,12199.85,117437082.0,10763.35
24-JUN-2019,12207.25,12242.35,12163.2,12232.75,67553060.0,5168.5
25-JUN-2019,12224.85,12313.35,12183.1,12307.2,93869062.0,8248.15
26-JUN-2019,12294.2,12351.3,12275.8,12327.1,75794014.0,6731.1
27-JUN-2019,12338.25,12382.95,12308.4,12366.25,109017845.0,10117.27
28-JUN-2019,12401.65,12406.9,12342.3,12373.9,184893067.0,9409.46
01-JUL-2019,12428.95,12593.2,12380.65,12578.05,162976820.0,6762.77
02-JUL-2019,12622.25,12729.15,12555.0,12717.25,214477712.0,6935.48
03-JUL-2019,12735.75,12745.3,12684.7,12725.9,141222848.0,6602.35
04-JUL-2019,12743.7,12793.65,12728.4,12747.6,125175238.0,7358.12
05-JUL-2019,12762.9,12773.35,12533.2,12552.1,143569399.0,8985.93
